quesId,Title,Language(s),AcceptedCount,UnacceptedCount
1239,maximum length of a concatenated string with unique characters,cpp,1,0
1248,count number of nice subarrays,cpp,2,1
1249,minimum remove to make valid parentheses,cpp,1,0
1251,average selling price,sql,1,0
1252,cells with odd values in a matrix,cpp,1,0
1254,number of closed islands,cpp,1,0
1255,maximum score words formed by letters,cpp,1,0
1260,shift 2D grid,cpp,3,0
1261,find elements in a contaminated binary tree,cpp,2,0
1266,minimum time visiting all points,cpp,1,0
1267,count servers that communicate,cpp,1,0
1268,search suggestions system,cpp,2,0
1275,find winner on a tic tac toe game,cpp,2,0
1277,count square submatrices with all ones,cpp,2,0
1280,students and examinations,sql,1,0
1281,subtract the product and sum of digits of an integer,cpp,1,0
1282,group the people given the group size they belong to,cpp,1,0
1283,find the smallest divisor given a threshold,cpp,1,1
1287,element appearing more than 25 in sorted array,cpp,2,0
1289,minimum falling path sum II,cpp,2,1
1290,convert binary number in a linked list to integer,cpp,2,0
1291,sequential digits,cpp,3,1
1295,find numbers with even number of digits,cpp,1,0
1296,divide array in sets of k consecutive numbers,cpp,2,0
1299,replace elements with greatest elements on right side,cpp,2,0
1302,deepest leaves sum,cpp,2,0
1304,find n unique integers sum up to zero,cpp,1,0
1305,all elements in two binary search trees,cpp,1,0
1309,decrypt string from alphabet to integer mapping,cpp,2,0
1310,XOR queries of a subarray,cpp,2,0
1314,matrix block sum,cpp,1,0
1315,sum of nodes with even valued grandparent,cpp,2,0
1316,distinct echo substrings,cpp,0,1
1317,convert integer to the sum of two no zero integers,cpp,2,0
1318,minimum flips to make a or b equal to c,cpp,3,0
1319,number of operations to make network connected,cpp,4,0
1323,maximum 69 number,cpp,2,0
1324,print words vertically,cpp,1,0
1325,delete leaves with a given value,cpp,2,0
1327,list the products ordered in a period,sql,2,0
1329,sort the matrix diagonally,cpp,1,0
1331,rank transform of an array,cpp,2,0
1333,filter restaurants by vegan friendly price and distance,cpp,1,0
1334,find the city with the smallest number of neighbours at a threshold distance,cpp,1,0
1337,the k weakest rows in a matrix,cpp,5,0
1338,reduce array size to the half,cpp,1,0
1341,movie rating,sql,2,0
1342,number of steps to reduce a number to zero,cpp,1,0
1344,angle between hands of a clock,cpp,1,0
1346,check if N and its double exist,cpp,3,0
1347,minimum number of steps to make two strings anagram,cpp,1,0
1348,tweet counts per frequency,cpp,1,0
1351,count negative numbers in a sorted matrix,cpp,3,0
1352,product of the last k numbers,cpp,1,1
1356,sort integers by the number of 1 bits,cpp,3,0
1357,apply discount every n orders,cpp,1,0
1359,count all valid pickup and delivery options,cpp,1,0
1360,number of days between two dates,js,1,0
1361,validate binary tree nodes,cpp,1,0
1362,closest divisors,cpp,1,0
1365,how many numbers are smaller than the current number,cpp,2,0
1366,rank teams by votes,cpp,3,0
1367,linked list in binary tree,cpp,1,0
1370,increasing decreasing string,cpp,1,0
1371,find the longest substring containing vowels in even counts,cpp,1,1
1373,maximum sum BST in binary tree,cpp,1,0
1374,generate a string with characters that have odd counts,cpp,1,0
1376,time needed to inform all employees,cpp,2,0
1378,replace employee id with the unique identifier,sql,1,0
1379,find a corresponding node of a binary tree in a clone of that tree,cpp,1,0
1380,lucky numbers in a matrix,cpp,3,0
1381,design a stack with increment operation,cpp,2,0
1382,balance a binary search tree,cpp,1,0
1385,find the distance value between two arrays,cpp,2,0
1386,cinema seat allocation,cpp,1,0
1387,sort integers by the power value,cpp,3,0
1389,create target array in the given order,cpp,2,0
1392,longest happy prefix,cpp,0,1
1393,capital gain loss,sql,2,0
1394,find lucky integer in an array,cpp,1,0
1395,count number of teams,cpp,2,0
1396,design underground system,cpp,2,0
1399,count largest group,cpp,2,0
1400,construct K palindrome strings,cpp,1,0
1401,circle and rectangle overlapping,cpp,1,0
1402,reducing dishes,cpp,1,0
1403,minimum subsequence in non increasing order,cpp,2,0
1404,number of steps to reduce a number in binary representation to one,cpp,2,0
1405,longest happy string,cpp,1,0
1406,stone game III,cpp,1,1
1407,top travellers,sql,1,0
1408,string matching in an array,cpp,2,0
1413,minimum value to get positive step by step sum,cpp,2,0
1414,find the minimum number of fibonacci numbers whose sum is k,cpp,1,0
1417,reformat the string,cpp,1,0
1422,maximum score after splitting a string,cpp,1,0
1424,diagonal traverse II,cpp,4,0
1431,kid with the greatest number of candies,cpp,1,0
1433,check if a string can break another string,cpp,1,0
1436,destination city,cpp,3,0
1437,check if all 1s are at least length k places away,cpp,1,0
1438,longest continuous subarray with absolute diff less than or equal to limit,cpp,1,1
1441,build an array with stack operations,cpp,1,0
1442,count triplets that can form two arrays of equal XOR,cpp,2,0
1443,minimum time to collect all apples in a tree,cpp,1,0
1446,consecutive characters,cpp,2,0
1447,simplified fractions,cpp,1,0
1448,count good nodes in binary tree,cpp,1,0
1450,number of students doing homework at a given time,cpp,1,0
1451,rearrange words in a sentence,cpp,2,0
1455,check if a word occurs as a prefix of any word in a sentence,cpp+js,2+1,0+0
1456,maximum number of vowels in a substring of given length,cpp,1,0
1457,pseudo palindromic paths in a binary tree,cpp,1,0
1460,make two arrays equal by reversing subarrays,cpp,3,0
1461,check if a string contains all binary codes of size k,cpp,1,0
1462,course schedule IV,cpp,2,0
1463,cherry pickup II,cpp,1,1
1464,maximun product of two elements in an array,cpp,1,0
1466,reorder routes to make all paths lead to the city zero,cpp,1,0
1470,shuffle the array,cpp,5,0
1472,design browser history,cpp,1,0
1475,final prices with a special discount in a shop,cpp,1,0
1476,subrectangle queries,cpp,1,0
1480,running sum of 1D array,cpp,1,0
1481,least number of unique integers after k removals,cpp,3,0
1482,minimum number of days to make m bouquets,cpp,1,1
1484,group sold products by the date,sql,1,0
1486,xor operation in an array,cpp,3,0
1491,average salary excluding the minimum and maximum salary,cpp,2,0
1492,the kth factor of n,cpp,1,0
1493,longest subarray of 1s after deleting one element,cpp,1,1
1496,path crossing,cpp,1,0
1497,check if array pairs are divisible by K,cpp,2,0
1502,can make arithmetic progression from sequence,cpp,2,0
1504,count submatrices with all ones,cpp,1,1
1507,reformat date,cpp+js,2+2,0+0
1508,range sum of sorted subarray sums,cpp,3,0
1509,minimum difference between largest and smallest value in three moves,cpp,2,0
1512,number of good pairs,cpp,4,0
1513,number of substrings with only 1s,cpp,1,1
1514,path with maximum probability,cpp,3,0
1517,find users with valid emails,sql,1,0
1518,water bottles,cpp,1,0
1523,count odd numbers in an interval range,cpp,1,0
1524,number of subarrays with odd sum,cpp,1,1
1527,patients with a condition,sql,1,0
1528,shuffle string,cpp+js,1+1,0+0
1530,number of good leaf nodes pairs,cpp,2,0
1534,count good triplets,cpp,1,0
1535,find the winner of an array game,cpp,1,0
1539,kth missing positive number,cpp,2,0
1544,make the string great,cpp,2,0
1545,find Kth bit in Nth binary string,cpp,2,0
1550,three consecutive odds,cpp,2,0
1551,minimum operations to make array equal,cpp,2,0
1552,magnetic force between two balls,cpp,1,0
1556,thousand seperator,cpp+js,1+1,0+0
1557,minimum number of vertices to reach all nodes,cpp,2,0
1559,detect cycles in 2D grid,cpp,2,0
1560,most visited sector in a circular track,cpp,1,0
1561,maximum number of coins you can get,cpp,1,0
1562,find latest group of size M,cpp,0,1
1566,detect pattern of length m repeated k or more times,cpp,1,0
1568,minimum number of days to disconnect island,cpp,1,0
1572,matrix diagonal sum,cpp,1,0
1576,replace all s to avoid consecutive repeating characters,cpp,1,0
1578,minimum time to make rope colorful,cpp,1,0
1579,remove max number of edges to keep graph fully traversable,cpp,1,0
1581,customers who visited but did not make any transactions,sql,1,0
1582,special positions in a binary matrix,cpp,3,0
1584,minimum cost to connect all points,cpp,1,0
1587,bank account summary II,sql,2,0
1588,sum of all odd length subarrays,cpp,3,0
1590,make sum divisible by P,cpp,1,1
1592,rearrange spaces between words,cpp,1,0
1593,split a string into the max number of unique substrings,cpp,1,0
1598,crawler log folder,cpp,2,0
1603,design parking system,cpp,2,0
1605,find valid matrix given row and column sums,cpp,1,0
1608,special array with x elements greater than or equal x,cpp,3,0
1609,even odd tree,cpp,2,0
1614,maximum nesting depth of the parentheses,cpp,2,0
1615,maximal network rank,cpp,2,0
1624,largest substring between two equal characters,cpp,2,0
1626,best team with no conflicts,cpp,2,1
1627,graph connectivity with threshold,cpp,1,1
1629,slowest key,cpp,1,0
1630,arithmetic subarrays,cpp,2,0
1631,path with minimum effort,cpp,1,0
1633,percentge of users attended a contest,sql,2,0
1636,sort array by increasing frequency,cpp,4,0
1637,widest vertical area between two points containing no points,cpp,1,0
1640,check array formation through concatenation,cpp,2,0
1641,count sorted vowel strings,cpp,5,0
1642,furthest building you can reach,cpp,1,0
1646,get maximum in generated array,cpp,1,0
1647,minimum deletions to make character frequencies unique,cpp,2,0
1652,defuse the bomb,cpp,2,0
1653,minimum deletions to make string balanced,cpp,2,0
1656,design an ordered stream,cpp,1,0
1657,determine if two strings are close,cpp,1,0
1658,minimum operations to reduce x to zero,cpp,2,2
1661,average time of process per machine,sql,3,0
1662,check if two string arrays are equivalent,cpp,1,0
1667,fix names in a table,sql,1,0
1668,maximum repeating substring,cpp,2,0
1669,merge in between linked lists,cpp,1,0
1670,design front middle back queue,cpp,1,0
1671,minimum number of removals to make mountain array,cpp,1,0
1672,richest customer wealth,cpp,1,0
1678,goal parser interpretation,cpp,1,0
1679,max number of k sum pairs,cpp,2,0
1683,invalid tweets,sql,1,0
1684,count the number of consistent strings,cpp,1,0
1685,sum of absolute differences in a sorted array,cpp,2,1
1688,count of matches in tournament,cpp,3,0
1693,daily leads and partners,sql,1,0
1694,reformat phone number,cpp,1,0
1697,checking existence of edge length limited paths,cpp,1,1
1700,number of students unable to eat lunch,cpp,2,0
1701,average waiting time,cpp,1,0
1704,determine if string halves are alike,cpp+js,1+1,0+0
1706,where will the ball fall,cpp,1,0
1710,maximum units on a truck,cpp,3,0
1716,calculate money in leetcode bank,cpp,1,0
1717,maximum score from removing substrings,cpp,2,0
1720,decode xored array,cpp,1,0
1721,swapping nodes in a linked list,cpp,1,0
1725,number of rectangles that can form the largest square,cpp,1,0
1726,tuple with same product,cpp,1,0
1729,find followers count,sql,1,0
1731,the number of employees which report to each employee,sql,1,0
1732,find the highest altitude,cpp,1,0
1736,latest time by replacing hidden digits,cpp,1,0
1741,find total time spent by each employee,sql,1,0
1742,maximum number of balls in a box,cpp,1,0
1743,restore the array from adjacent pairs,cpp,1,0
1748,sum of unique elements,cpp,2,0
1750,minimum length of string after deleting similar ends,cpp,1,0
1752,check if array is sorted and rotated,cpp,1,0
1753,maximum score from removing stones,cpp,3,0
1757,recyclable and low fat products,sql,1,0
1758,minimum changes to make alternating binary string,cpp,1,0
1760,minimum limit of balls in a bag,cpp,1,1
1761,minimum degree of a connected trio in a graph,cpp,1,0
1763,longest nice substring,cpp,4,0
1765,map of highest peak,cpp,1,0
1768,merge strings alternately,cpp,1,0
1773,count items matching a rule,cpp,1,0
1779,find nearest point that has the same x or y coordinate,cpp,1,0
1780,check if number is a sum of powers of three,cpp,1,0
1784,check if binary string has at most one segment of ones,cpp,1,0
1789,primary department for each employee,sql,1,0
1790,check if one string swap can make strings equal,cpp,1,0
1791,find center of star graph,cpp,1,0
1793,maximum score of a good subarray,cpp,1,0
1795,rearrange products table,sql,2,0
1796,second largest digit in a string,cpp,1,0
1797,design authentication manager,cpp,1,0
1798,maximum number of consecutive values you can make,cpp,1,0
1800,maximum ascending subarray sum,cpp,1,0
1803,count pairs with XOR in a range,cpp,0,1
1805,number of different integers in a string,cpp,1,0
1812,determine color of a chessboard square,cpp,1,0
1813,sentence similarity III,cpp,1,0
1814,count nice pairs in an array,cpp,2,1
1816,truncate sentence,cpp,1,0
1822,sign of the product of an array,cpp,1,0
1823,find the winner of the circular game,cpp,2,0
1825,finding MK average,cpp,0,1
1827,minimum operations to make the array increasing,cpp,1,0
1828,queries on number of points inside a circle,cpp,1,0
1832,check if the sentence is pangram,cpp,2,0
1833,maximum ice cream bars,cpp,2,0
1834,single threaded cpu,cpp,1,0
1837,sum of digits in base k,cpp,1,0
1838,frequency of the most frequent element,cpp,1,1
1844,replace all digits with characters,cpp,1,0
1845,seat reservation manager,cpp,2,0
1846,maximum element after decreasing and rearranging,cpp,2,0
1848,minimum distance to the target element,cpp,1,0
1851,minimum interval to include each query,cpp,1,1
1854,maximum population year,cpp,2,0
1857,largest color value in a directed graph,cpp,1,0
1859,sorting the sentence,cpp,1,0
1863,sum of all subset XOR totals,cpp,3,0
1865,finding pairs with a certain sum,cpp,1,0
1869,longest contiguous segments of ones than zeros,cpp,1,0
1870,minimum speed to arrive on time,cpp,1,1
1873,calculate special bonus,sql,2,0
1876,substrings of size three with distinct characters,cpp,2,0
1877,minimize maximum pair sum in array,cpp,1,0
1880,check if word equals summation of two words,cpp,1,0
1881,maximum value after insertion,cpp,1,0
1886,determine whether matrix can be obtained by rotation,cpp,2,0
1887,reduction operations to make the array elements equal,cpp,2,0
1890,the latest login in 2020,sql,1,0
1893,check if all the integers in a range are covered,cpp,1,0
1894,find the student that will replace the chalk,cpp,1,0
1897,redistribute characters to make all strings equal,cpp,1,0
1899,merge triplets to form target triplet,cpp,1,0
1903,largest odd number in string,cpp,1,1
1905,count sub islands,cpp,2,0
1907,count salary categories,sql,2,0
1909,remove one element to make the array strictly increasing,cpp,2,0
1911,maximum alternating subsequence sum,cpp,3,1
1912,design movie rental system,cpp,1,0
1913,maximum product difference between two pairs,cpp,3,0
1915,number of wonderful substrings,cpp,2,3
1916,mean of array after removing some elements,cpp,1,0
1920,build array from permutation,cpp,2,0
1925,count square sum triples,cpp,2,0
1926,nearest exit from entrance in maze,cpp,2,0
1929,concatenation of array,cpp,1,0
1930,unique length 3 palindromic subsequences,cpp,1,2
1934,confirmation rate,sql,1,0
1935,maximum number of words you can type,cpp,2,0
1937,maximum number of points with cost,cpp,1,2
1941,check if all characters have equal number of occurences,cpp,2,0
1942,the number of the smallest unoccupied chair,cpp,1,0
1945,sum of digits of string after convert,cpp,1,0
1952,three divisors,cpp,2,0
1957,delete characters to make fancy string,cpp+js,2+2,0+0
1961,check if string is a prefix of array,cpp,2,0
1962,remove stones to minimize the total,cpp,1,0
1963,minimum number of swaps to make the string balanced,cpp,1,0
1965,employees with missing information,sql,2,0
1967,number of strings that appear as substrings in word,cpp,3,0
1968,array with elements not equal to average of neighbours,cpp,3,0
1971,find if path exists in graph,cpp,4,0
1974,minimum time to type word using special typewriter,cpp,1,0
1976,number of ways to arrive at destination,cpp,1,0
1978,employees whose manager left the company,sql,2,0
1979,find greatest common divisor of array,cpp,1,0
1980,find unique binary string,cpp,1,0
1984,minimum difference between highest and lowest of k scores,cpp,1,0
1985,find the kth largest integer in the array,cpp,1,0
1991,find the middle index in array,cpp,1,0
1992,find all groups of farmland,cpp,1,0
1995,count special quadruplets,cpp,2,0
1996,the number of weak characters in the game,cpp,2,1
2000,reverse prefix of word,cpp,1,0
2001,number of pairs of interchangeable rectangles,cpp,1,1
2002,maximum product of the length of two palindromic subsequences,cpp,1,0
2006,count number of pairs with absolute difference k,cpp,3,0
2007,find original array from doubled array,cpp,2,0
2009,minimum number of operations to make array continuous,cpp,0,1
2011,final value of variable after performing operations,cpp,1,0
2013,detect squares,cpp,2,0
2016,maximum difference between increasing elements,cpp,2,0
2017,grid game,cpp,1,0
2022,convert 1D array into 2D array,cpp,2,0
2024,maximize the confusion of an exam,cpp,1,0
2027,minimum moves to convert string,cpp,1,0
2028,find missing observations,cpp,2,0
2032,two out of three,cpp,3,0
2033,minimum operations to make a uni value grid,cpp,1,1
2034,stock price fluctuation,cpp,1,0
2037,minimum number of moves to seat everyone,cpp,2,0
2038,remove colored pieces if both neighbors are the same color,cpp,2,0
2042,check if numbers are ascending in a sentence,cpp,1,0
2043,simple bank system,cpp,1,0
2044,count number of maximum bitwise OR subsets,cpp,2,0
2045,second minimum time to reach destination,cpp,1,0
2047,number of valid words in a sentence,cpp,1,0
2048,next greater numerically balanced number,cpp,1,0
2049,count nodes with the highest score,cpp,1,0
2053,Kth distinct string in an array,cpp,2,0
2054,two best non overlapping events,cpp,2,1
2057,smallest index with equal value,cpp,1,0
2058,find the minimum and maximum number of nodes between critical points,cpp,2,0
2062,count vowel substrings of a string,cpp,2,0
2063,vowels of all substrings,cpp,1,1
2064,minimized maximum of products distributed to any store,cpp,1,1
2068,check whether two strings are almost equivalent,cpp,1,0
2073,time needed to buy tickets,cpp,1,0
2078,two furthest houses with different colors,cpp,2,0
2079,watering plants,cpp,1,0
2080,range frequency queries,cpp,1,2
2082,the number of rich customers,sql,2,0
2085,count common words with one occurence,cpp,2,0
2089,find target indices after sorting array,cpp,2,0
2090,k radius subarray averages,cpp,1,1
2092,find all people with secret,cpp,2,0
2094,finding 3 digit even numbers,cpp,2,0
2095,delete the middle node of a linked list,cpp,2,0
2096,step by step directions from a binary tree node to another,cpp,1,2
2099,find the subsequence of length k with the largest sum,cpp,3,0
2100,find good days to rob the bank,cpp,2,1
2101,detonate the maximum bombs,cpp,2,0
2102,sequentially ordinal rank tracker,cpp,0,1
2103,rings and rods,cpp,1,0
2104,sum of subarray ranges,cpp,1,0
2108,find first palindromic string in the array,cpp,1,0
2109,adding spaces to a string,cpp+js,2+1,0+0
2110,number of smooth descent periods of a stock,cpp,1,1
2114,maximum number of words found in sentences,cpp,1,0
2119,a number after a double reversal,cpp,1,0
2120,execution of all suffix instructions staying in a grid,cpp,1,0
2124,check if all a's appears before all b's,cpp,1,0
2125,number of laser beams in a bank,cpp,1,0
2126,destroying asteroids,cpp,1,0
2129,capitalize the title,cpp,2,0
2130,maximum twin sum of a linked list,cpp,4,0
2133,check if every row and column contains all numbers,cpp,2,0
2134,minimum swaps to group all 1s together II,cpp,2,0
2138,divide a string into groups of size k,cpp,2,0
2140,solving questions with brainpower,cpp,2,2
2144,minimum cost of buying candies with discount,cpp,1,0
2147,number of ways to divide a long corridor,cpp,1,0
2148,count elements with strictly smaller and greater elements,cpp,1,0
2149,rearrange array elements by sign,cpp,2,0
2154,keep multiplying found values by two,cpp,1,0
2160,minimum sum of four digit number after splitting digits,cpp,2,0
2161,partition array according to given pivot,cpp,1,0
2164,sort even and odd indices independently,cpp,1,0
2165,smallest value of the rearranged number,cpp,1,0
2166,design bitset,cpp,1,3
2169,count operations to obtain zero,cpp,1,0
2176,count equal and divisible pairs in an array,cpp,2,0
2177,find three consecutive integers that sum to a given number,cpp,1,0
2180,count integers with even digit sum,cpp,1,0
2181,merge nodes in between zeros,cpp,2,0
2183,count array pairs divisible by K,cpp,0,1
2185,counting words with a given prefix,cpp,1,0
2190,most frequent number following key in an array,cpp,1,0
2191,sort the jumbled numbers,cpp,2,0
2192,all ancestors of a node in a directed acyclic graph,cpp,2,0
2194,cells in a range on an excel sheet,cpp,1,0
2196,create binary tree from descriptions,cpp,1,0
2200,find all k distant indices in an array,cpp,1,0
2206,divide array into equal pairs,cpp,1,0
2210,count hills and valleys in an array,cpp,2,0
2211,count collisions on a road,cpp,2,0
2215,find the difference of two arrays,cpp,2,0
2218,maximum value of K coins from piles,cpp,0,1
2220,minimum bit flips to convert number,cpp,3,0
2221,find triangular sum of an array,cpp,2,0
2224,minimum number of operations to convert time,cpp,2,0
2226,maximum candies allocated to K children,cpp,1,1
2231,largest number after digit swaps by parity,cpp,1,0
2235,add two integers,cpp,1,0
2236,root equals sum of children,cpp,1,0
2239,find closest number to zero,cpp,1,0
2243,calculate digit sum of a string,cpp,1,0
2244,minimum rounds to complete all tasks,cpp,2,0
2246,longest path with different adjacent characters,cpp,0,1
2248,intersection of multiple arrays,cpp,1,0
2249,count lattice points inside a circle,cpp,2,0
2255,count prefixes of a given string,cpp,1,0
2257,count unguarded cells in the grid,cpp,1,0
2259,remove digit from number to maximize result,cpp,1,0
2261,K divisible elements subarrays,cpp,1,0
2264,largest 3 same digit number in string,cpp,2,0
2265,count nodes equal to average of subtree,cpp,1,0
2269,find the k beauty of a number,cpp,1,0
2273,find resultant array after removing anagrams,cpp,1,0
2275,largest combination with bitwise and greater than zero,cpp,1,0
2276,count integers in intervals,cpp,0,1
2278,percentage of letter in string,cpp,1,0
2279,maximum bags with full capacity of rocks,cpp,1,0
2280,minimum lines to represent a line chart,cpp,1,0
2283,check if number has equal digit count and digit value,cpp,1,0
2284,sender with largest word count,cpp,1,0
2285,maximum total importance of roads,cpp,1,0
2287,rearrange characters to make target string,cpp,1,0
2293,min max game,cpp,1,0
2295,replace elements in an array,cpp,1,0
2299,strong password checker II,cpp,1,0
2300,successful pairs of spells and potions,cpp,1,1
2303,calculate amount paid in taxes,cpp,1,0
2306,naming a company,cpp,0,1
2309,greatest english letter in upper and lower case,cpp,1,0
2315,count asterisks,cpp,1,0
2316,count unreachable pair of nodes in an undirected graph,cpp,2,0
2319,check if matrix is x matrix,cpp,1,0
2325,decode the message,cpp,1,0
2326,spiral matrix IV,cpp,1,0
2328,number of increasing paths in a grid,cpp,1,1
2331,evaluate boolean binary tree,cpp,1,0
2335,minimum amount of time to fill cups,cpp,2,0
2336,smallest number in infinite set,cpp,1,0
2337,move pieces to obtain a string,cpp,1,0
2341,maximum number of pairs in array,cpp,1,0
2342,max sum of a pair with equal sum of digits,cpp,1,1
2343,query Kth smallest trimmed number,cpp,2,0
2348,number of zero filled subarrays,cpp,1,1
2349,design a number container system,cpp,1,0
2351,first letter to appear twice,cpp,1,0
2352,equal row and column pairs,cpp,5,0
2353,design a food rating system,cpp,2,0
2356,number of unique subjects taught by each teacher,sql,2,0
2357,make array zero by subtracting equal amounts,cpp,3,0
2359,find closest node to given two nodes,cpp,2,0
2360,longest cycle in a graph,cpp,0,1
2363,merge similar items,cpp,2,0
2364,count number of bad pairs,cpp,1,1
2367,number of arithmetic triplets,cpp,2,0
2368,reachable nodes with restrictions,cpp,2,0
2369,check if there is a valid partition for the array,cpp,3,1
2370,longest ideal subsequence,cpp,1,2
2373,largest local values in a matrix,cpp,2,0
2374,node with highest edge score,cpp,1,0
2376,count special integers,cpp,0,1
2380,time needed to rearrange a binary string,cpp,1,0
2383,minimum hours of training to win a competition,cpp,1,0
2385,amount of time for binary tree to be infected,cpp,2,0
2389,longest subsequence with limited sum,cpp,3,0
2390,removing stars from a string,cpp,2,0
2391,minimum amount of time to collect garbage,cpp,1,0
2392,build a matrix with conditions,cpp,2,0
2395,find subarrays with equal sum,cpp,1,0
2396,strictly palindromic number,cpp,1,0
2399,check distances between same letters,cpp,2,0
2404,most frequent even element,cpp,2,0
2405,optimal partition of string,cpp,2,0
2406,divide intervals into minimum number of groups,cpp,1,0
2407,longest increasing subsequence II,cpp,0,2
2409,count days spent together,cpp,1,0
2410,maximum matching of players with trainers,cpp,1,0
2413,smallest even multiple,cpp,1,0
2415,reverse odd levels of binary tree,cpp,1,0
2416,sum of prefix scores of strings,cpp,1,2
2418,sort the people,cpp,2,0
2419,longest subarray with maximum bitwise AND,cpp,1,1
2420,find all good indices,cpp,1,1
2423,remove letter to equalize frequency,cpp,2,0
2424,longest uploaded prefix,cpp,1,0
2426,number of pairs satisfying inequality,cpp,0,1
2427,number of common factors,cpp,2,0
2428,maximum sum of an hourglass,cpp,1,0
2432,the employee that worked on the longest task,cpp,1,0
2439,minimize maximum of array,cpp,1,0
2441,largest positive integer that exists with its negative,cpp,3,0
2442,count number of distinct integers after reverse operations,cpp,1,0
2444,count subarrays with fixed bounds,cpp,1,1
2446,determine if two events have conflict,cpp,2,0
2448,minimum cost to make array equal,cpp,1,2
2455,average value of even numbers that are divisible by three,cpp,1,0
2456,most popular video creator,cpp,2,0
2458,height of binary tree after subtree removal queries,cpp,1,1
2460,apply operations to an array,cpp,2,0
2465,number of distinct averages,cpp,2,0
2466,count ways to build good strings,cpp,2,1
2469,convert the temperature,cpp,1,0
2471,minimum number of operations to sort a binary tree by level,cpp,1,1
2475,number of unequal triplets in array,cpp,2,0
2476,closest nodes queries in a binary search tree,cpp,1,1
2481,minimum cuts to divide a circle,cpp,1,0
2482,difference between ones and zeros in row and column,cpp,1,1
2483,minimum penalty for a shop,cpp,2,1
2485,find the pivot integer,cpp,1,0
2486,append characters to string to make subsequence,cpp,1,0
2487,remove nodes from linked list,cpp,2,0
2490,circular sentence,cpp+js,1+2,0+0
2491,divide players into teams of equal skill,cpp,2,0
2492,minimum score of a path between two cities,cpp,2,0
2496,maximum value of a string in an array,cpp,1,0
2497,maximum star sum of a graph,cpp,2,0
2500,delete greatest value in each row,cpp,1,0
2501,longest square streak in an array,cpp,1,0
2502,design memory allocator,cpp,1,0
2506,count pair of similar strings,cpp,2,0
2515,shortest distance to target string in a circular array,cpp,2,0
2520,count the digits that divide a number,cpp,1,0
2521,distinct prime factors of product of array,cpp,1,0
2523,closest prime numbers in range,cpp,1,0
2525,categorize box according to criteria,cpp,1,0
2526,find consecutive integers from a data stream,cpp,1,0
2529,maximum count of positive integer and negative integer,cpp,1,0
2530,maximal score after applying K operations,cpp,1,0
2535,difference between element sum and digit sum of an array,cpp,2,0
2536,increment submatrices by one,cpp,1,0
2540,minimum common value,cpp,3,0
2544,alternating digit sum,cpp,1,0
2545,sort the students by their Kth score,cpp,2,0
2553,seperate the digits in an array,cpp,2,0
2554,maximum number of integers to choose from a range I,cpp,1,0
2558,take gifts from the richest pile,cpp,1,0
2559,count vowel strings in ranges,cpp,1,1
2562,find the array concatenation value,cpp,1,0
2563,count the number of fair pairs,cpp,0,1
2564,substring XOR queries,cpp,1,1
2566,maximum difference by remapping a digit,cpp,1,0
2570,merge two 2d arrays by summing values,cpp,1,0
2574,left and right sum differences,cpp,1,0
2578,split with minimum sum,cpp,2,0
2579,count total number of colored cells,cpp,2,0
2582,pass the pillow,cpp,2,0
2583,Kth largest sum in a binary tree,cpp,2,0
2586,count the number of vowel strings in range,cpp,1,0
2593,find score of an array after marking all elements,cpp,2,0
2595,number of even and odd bits,cpp,2,0
2597,the number of beautiful subsets,cpp,1,0
2600,k items with the maximum sum,cpp,2,0
2605,form smallest number from two digit arrays,cpp,1,0
2609,find the longest balanced substring of a binary string,cpp,1,0
2610,convert an array into a 2D array with conditions,cpp,2,0
2611,mice and cheese,cpp,2,0
2614,prime in diagonal,cpp,1,0
2618,check if object instance of class,js,2,0
2619,array prototype last,js,1,0
2620,counter,js,1,0
2621,sleep,js,1,0
2622,cache with time limit,js,2,0
2623,memoize,js,1,0
2624,snail traversal,js,1,0
2625,flatten deeply nested array,js,1,0
2626,array reduce transformation,js,1,0
2627,debounce,js,1,0
2629,function composition,js,1,0
2631,group by,js,1,0
2632,curry,js,2,0
2634,filter elements from array,js,2,0
2635,apply transform over each element in array,js,2,0
2637,promise time limit,js,1,0
2639,find the width of columns of a grid,cpp,2,0
2640,find the score of all prefixes of an array,cpp,1,0
2641,cousins in a binary tree II,cpp,1,0
2642,design graph with shortest path calculator,cpp,3,0
2643,row with maximum ones,cpp,1,0
2644,find the maximum divisibility score,cpp,1,0
2648,generate fibonacci sequence,js,2,0
2649,nested array generator,js,2,0
2651,calculate delayed arrival time,cpp+js,1+1,0+0
2652,sum multiples,cpp,2,0
2656,max sum with exactly k elements,cpp,1,0
2657,find the prefix common array of two arrays,cpp,1,0
2658,maximum number of fish in a grid,cpp,2,0
2661,first completely painted row or column,cpp,1,0
2665,counter II,js,1,0
2666,allow one function call,js,2,0
2667,create hello world function,js,1,0
2670,find the distinct difference array,cpp,2,0
2671,frequency tracker,cpp,1,0
2677,chunk array,js,2,0
2678,number of senior citizens,cpp,2,0
2679,sum in a matrix,cpp,1,0
2684,maximum number of moves in a grid,cpp,4,1
2685,count the number of complete components,cpp,2,0
2693,call function with custom context,js,4,0
2694,event emitter,js,1,0
2695,array wrapper,js,2,0
2696,minimum string length after removing substrings,cpp+js,3+1,0+0
2697,lexicographically smallest palindrome,cpp,2,0
2699,modify graph edge weights,cpp,1,0
2703,return length of arguments passed,js,1,0
